element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff
Ni,2025-05-26,17:57:51,3,122,Carbonatite,13.000000,1.000000,20.000000,3.000000,2.464491,3.882489
Y,2025-05-26,17:57:51,3,122,Carbonatite,81.000000,0.500000,71.000000,1.000000,1.574028,1.864823
Mg,2025-05-26,18:00:53,3,123,Phosphate,6400.000000,51.000000,6531.000000,929.000000,891.789297,1287.761294
Al,2025-05-26,18:00:53,3,123,Phosphate,12000.000000,138.000000,14675.000000,210.000000,478.559805,522.608349
Si,2025-05-26,18:00:53,3,123,Phosphate,61400.000000,316.000000,58487.000000,210.000000,614.596196,649.483244
Fe,2025-05-26,18:00:53,3,123,Phosphate,39200.000000,199.000000,41260.000000,129.000000,179.887556,221.360639
Zn,2025-05-26,18:00:53,3,123,Phosphate,26.400000,3.660000,32.000000,3.000000,2.544377,3.933682
As,2025-05-26,18:00:53,3,123,Phosphate,24.800000,0.920000,22.000000,2.000000,1.615893,2.571208
Sr,2025-05-26,18:00:53,3,123,Phosphate,703.600000,3.110000,706.000000,3.000000,3.963065,4.970501
Zr,2025-05-26,18:00:53,3,123,Phosphate,58.710000,10.770000,66.000000,2.000000,5.468269,5.822539
Ba,2025-05-26,18:00:53,3,123,Phosphate,219.700000,1.720000,252.000000,16.000000,19.053760,24.880630
Pb,2025-05-26,18:00:53,3,123,Phosphate,76.700000,4.080000,78.000000,2.000000,4.425121,4.856099
Mg,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,26800.000000,1206.000000,26174.000000,769.000000,759.354348,1080.731246
Al,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,34500.000000,1111.000000,35727.000000,236.000000,1108.266918,1133.115864
Si,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,131800.000000,982.000000,129564.000000,295.000000,858.155672,907.444851
P,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,1400.000000,288.000000,1065.000000,19.000000,87.424656,89.465471
S,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,15300.000000,1100.000000,12987.000000,43.000000,140.893190,147.308829
K,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,13800.000000,8301.000000,12788.000000,37.000000,88.450171,95.877175
Ca,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,59900.000000,1215.000000,57750.000000,122.000000,414.003852,431.605363
Ti,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,1500.000000,150.000000,1469.000000,53.000000,53.785036,75.510464
V,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,130.000000,6.000000,120.000000,15.000000,13.251512,20.015058
Mn,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,267.000000,34.000000,230.000000,8.000000,8.262908,11.501115
Fe,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,21200.000000,1088.000000,18763.000000,53.000000,163.645205,172.013817
Co,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,12.000000,1.500000,79.000000,10.000000,8.808504,13.326280
Ni,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,29.000000,0.010000,28.000000,2.000000,1.790287,2.684237
Cu,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,66.000000,9.000000,67.000000,2.000000,2.268090,3.023943
Zn,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,74.000000,9.000000,85.000000,2.000000,2.128861,2.920968
As,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,67.000000,5.000000,52.000000,1.000000,1.162998,1.533807
Sr,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,420.000000,30.000000,355.000000,1.000000,2.515338,2.706829
Y,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,13.000000,0.010000,8.000000,1.000000,0.713874,1.228664
Zr,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,53.000000,0.010000,46.000000,1.000000,1.097783,1.484967
Mo,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,35.000000,0.900000,29.000000,1.000000,1.065183,1.461032
Ba,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,290.000000,40.000000,234.000000,10.000000,16.503011,19.296356
La,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,20.000000,1.800000,102.000000,18.000000,9.622889,20.410781
Ce,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,36.000000,4.000000,106.000000,21.000000,14.666288,25.614449
Pb,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,38.000000,4.000000,39.000000,1.000000,0.972375,1.394816
Th,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,5.000000,0.210000,9.000000,2.000000,1.519712,2.511877
U,2025-05-27,09:22:08,1,5,Carbonate-Rich Shale,5.000000,0.400000,8.000000,1.000000,0.875229,1.328919
Mg,2025-05-27,09:24:54,1,6,Marine Shale,15683.000000,60.000000,14433.000000,720.000000,623.651959,952.544889
Al,2025-05-27,09:24:54,1,6,Marine Shale,111132.000000,212.000000,115147.000000,392.000000,1129.053095,1195.167307
Si,2025-05-27,09:24:54,1,6,Marine Shale,222717.000000,400.000000,222124.000000,439.000000,1745.922558,1800.268474
P,2025-05-27,09:24:54,1,6,Marine Shale,1615.000000,9.000000,906.000000,20.000000,114.115102,115.854462
S,2025-05-27,09:24:54,1,6,Marine Shale,7150.000000,80.000000,3897.000000,28.000000,76.901515,81.840350
K,2025-05-27,09:24:54,1,6,Marine Shale,28640.000000,83.000000,26388.000000,69.000000,137.230155,153.600506
Ca,2025-05-27,09:24:54,1,6,Marine Shale,21084.000000,71.000000,17942.000000,48.000000,390.642432,393.580372
Ti,2025-05-27,09:24:54,1,6,Marine Shale,5126.000000,18.000000,4950.000000,77.000000,77.225008,109.053665
V,2025-05-27,09:24:54,1,6,Marine Shale,220.000000,1.400000,148.000000,20.000000,20.216140,28.437516
Cr,2025-05-27,09:24:54,1,6,Marine Shale,109.000000,1.000000,100.000000,10.000000,6.996565,12.204586
Mn,2025-05-27,09:24:54,1,6,Marine Shale,1162.000000,8.000000,1007.000000,14.000000,16.289252,21.478821
Fe,2025-05-27,09:24:54,1,6,Marine Shale,67912.000000,155.000000,66830.000000,153.000000,189.790472,243.781507
Co,2025-05-27,09:24:54,1,6,Marine Shale,22.700000,0.100000,161.000000,20.000000,22.311461,29.963332
Ni,2025-05-27,09:24:54,1,6,Marine Shale,82.800000,0.800000,99.000000,3.000000,2.967776,4.219916
Cu,2025-05-27,09:24:54,1,6,Marine Shale,31.000000,0.600000,35.000000,3.000000,7.755478,8.315494
Zn,2025-05-27,09:24:54,1,6,Marine Shale,186.000000,1.700000,228.000000,3.000000,7.688236,8.252816
As,2025-05-27,09:24:54,1,6,Marine Shale,25.700000,0.700000,27.000000,1.000000,1.080123,1.471960
Rb,2025-05-27,09:24:54,1,6,Marine Shale,147.000000,1.000000,151.000000,1.000000,1.226053,1.582152
Sr,2025-05-27,09:24:54,1,6,Marine Shale,178.000000,1.400000,177.000000,1.000000,1.403978,1.723704
Y,2025-05-27,09:24:54,1,6,Marine Shale,36.500000,0.100000,36.000000,1.000000,1.026882,1.433348
Zr,2025-05-27,09:24:54,1,6,Marine Shale,134.000000,1.600000,137.000000,1.000000,1.372813,1.698416
Nb,2025-05-27,09:24:54,1,6,Marine Shale,15.300000,0.100000,10.000000,1.000000,0.959099,1.385594
Mo,2025-05-27,09:24:54,1,6,Marine Shale,2.400000,0.100000,3.000000,1.000000,0.577350,1.154701
Ba,2025-05-27,09:24:54,1,6,Marine Shale,788.000000,7.700000,841.000000,15.000000,16.586699,22.363331
La,2025-05-27,09:24:54,1,6,Marine Shale,52.500000,0.600000,77.000000,24.000000,25.458463,34.987617
Ce,2025-05-27,09:24:54,1,6,Marine Shale,108.000000,0.900000,209.000000,29.000000,29.781900,41.568757
Pb,2025-05-27,09:24:54,1,6,Marine Shale,35.000000,0.100000,35.000000,1.000000,1.263390,1.611258
Th,2025-05-27,09:24:54,1,6,Marine Shale,15.800000,0.100000,30.000000,2.000000,2.363586,3.096214
U,2025-05-27,09:24:54,1,6,Marine Shale,5.760000,0.100000,6.000000,1.000000,1.204958,1.565862
Mg,2025-05-27,09:27:27,1,7,Black Shale,12300.000000,77.000000,12332.000000,719.000000,729.051940,1023.952016
Al,2025-05-27,09:27:27,1,7,Black Shale,80300.000000,409.000000,91482.000000,352.000000,792.651452,867.294831
Si,2025-05-27,09:27:27,1,7,Black Shale,235700.000000,1217.000000,245448.000000,454.000000,1639.512953,1701.210958
P,2025-05-27,09:27:27,1,7,Black Shale,400.000000,0.100000,58.000000,16.000000,113.064694,114.191177
S,2025-05-27,09:27:27,1,7,Black Shale,58400.000000,470.000000,42124.000000,105.000000,267.404182,287.280345
K,2025-05-27,09:27:27,1,7,Black Shale,31800.000000,281.000000,31947.000000,79.000000,168.353556,185.967524
Ca,2025-05-27,09:27:27,1,7,Black Shale,11800.000000,201.000000,11134.000000,35.000000,341.827967,343.615132
Ti,2025-05-27,09:27:27,1,7,Black Shale,3600.000000,47.000000,3630.000000,73.000000,74.284817,104.150055
V,2025-05-27,09:27:27,1,7,Black Shale,219.120000,3.640000,205.000000,20.000000,16.742009,26.082463
Cr,2025-05-27,09:27:27,1,7,Black Shale,98.350000,3.600000,84.000000,10.000000,9.209109,13.594399
Mn,2025-05-27,09:27:27,1,7,Black Shale,200.000000,0.000000,209.000000,10.000000,11.095593,14.936940
Fe,2025-05-27,09:27:27,1,7,Black Shale,66400.000000,544.000000,65221.000000,146.000000,155.394092,213.221302
Co,2025-05-27,09:27:27,1,7,Black Shale,40.650000,0.700000,229.000000,20.000000,20.211066,28.433909
Ni,2025-05-27,09:27:27,1,7,Black Shale,192.940000,16.490000,205.000000,4.000000,4.359267,5.916351
Cu,2025-05-27,09:27:27,1,7,Black Shale,176.650000,3.240000,179.000000,4.000000,3.915371,5.597332
Zn,2025-05-27,09:27:27,1,7,Black Shale,62.520000,7.800000,57.000000,2.000000,2.669870,3.335896
As,2025-05-27,09:27:27,1,7,Black Shale,46.240000,0.830000,47.000000,1.000000,1.391365,1.713446
Rb,2025-05-27,09:27:27,1,7,Black Shale,140.000000,5.000000,158.000000,1.000000,1.278521,1.623150
Sr,2025-05-27,09:27:27,1,7,Black Shale,86.740000,1.710000,80.000000,1.000000,0.931982,1.366964
Y,2025-05-27,09:27:27,1,7,Black Shale,26.700000,0.600000,25.000000,1.000000,0.828189,1.298421
Zr,2025-05-27,09:27:27,1,7,Black Shale,144.240000,2.310000,137.000000,1.000000,1.391365,1.713446
Nb,2025-05-27,09:27:27,1,7,Black Shale,8.810000,0.100000,3.000000,1.000000,0.989949,1.407125
Mo,2025-05-27,09:27:27,1,7,Black Shale,159.410000,4.290000,147.000000,1.000000,1.983910,2.221688
Ba,2025-05-27,09:27:27,1,7,Black Shale,454.110000,29.590000,421.000000,13.000000,15.613111,20.316723
Ce,2025-05-27,09:27:27,1,7,Black Shale,64.580000,1.120000,106.000000,27.000000,24.725777,36.610982
Pb,2025-05-27,09:27:27,1,7,Black Shale,52.180000,0.880000,56.000000,1.000000,1.368136,1.694637
Th,2025-05-27,09:27:27,1,7,Black Shale,9.310000,0.100000,23.000000,2.000000,2.322548,3.065001
U,2025-05-27,09:27:27,1,7,Black Shale,25.400000,0.510000,29.000000,1.000000,1.164375,1.534852
Al,2025-05-27,09:30:14,1,8,Carbonatite,1958.000000,212.000000,1920.000000,147.000000,393.265928,419.841744
Si,2025-05-27,09:30:14,1,8,Carbonatite,16222.000000,514.000000,12645.000000,95.000000,360.179042,372.496902
Fe,2025-05-27,09:30:14,1,8,Carbonatite,20562.000000,700.000000,15217.000000,63.000000,249.653985,257.480314
Ni,2025-05-27,09:30:14,1,8,Carbonatite,13.000000,1.000000,21.000000,3.000000,2.464491,3.882489
Y,2025-05-27,09:30:14,1,8,Carbonatite,81.000000,0.500000,68.000000,1.000000,1.574028,1.864823
Mg,2025-05-27,09:33:10,1,9,Phosphate,6400.000000,51.000000,6781.000000,975.000000,891.789297,1321.330069
Al,2025-05-27,09:33:10,1,9,Phosphate,12000.000000,138.000000,14535.000000,214.000000,478.559805,524.228468
Si,2025-05-27,09:33:10,1,9,Phosphate,61400.000000,316.000000,57596.000000,211.000000,614.596196,649.807267
Fe,2025-05-27,09:33:10,1,9,Phosphate,39200.000000,199.000000,40924.000000,130.000000,179.887556,221.944887
Zn,2025-05-27,09:33:10,1,9,Phosphate,26.400000,3.660000,28.000000,3.000000,2.544377,3.933682
As,2025-05-27,09:33:10,1,9,Phosphate,24.800000,0.920000,25.000000,2.000000,1.615893,2.571208
Rb,2025-05-27,09:33:10,1,9,Phosphate,5.080000,2.030000,2.000000,1.000000,0.500000,1.118034
Sr,2025-05-27,09:33:10,1,9,Phosphate,703.600000,3.110000,693.000000,3.000000,3.963065,4.970501
Zr,2025-05-27,09:33:10,1,9,Phosphate,58.710000,10.770000,63.000000,2.000000,5.468269,5.822539
Ba,2025-05-27,09:33:10,1,9,Phosphate,219.700000,1.720000,238.000000,16.000000,19.053760,24.880630
Pb,2025-05-27,09:33:10,1,9,Phosphate,76.700000,4.080000,86.000000,2.000000,4.425121,4.856099
Mg,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,26800.000000,1206.000000,26990.000000,728.000000,759.354348,1051.952007
Al,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,34500.000000,1111.000000,36555.000000,231.000000,1108.266918,1132.085050
Si,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,131800.000000,982.000000,131057.000000,291.000000,858.155672,906.152392
P,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,1400.000000,288.000000,1165.000000,19.000000,87.424656,89.465471
S,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,15300.000000,1100.000000,13052.000000,42.000000,140.893190,147.020036
K,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,13800.000000,8301.000000,12817.000000,37.000000,88.450171,95.877175
Ca,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,59900.000000,1215.000000,57816.000000,120.000000,414.003852,431.044301
Ti,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,1500.000000,150.000000,1564.000000,53.000000,53.785036,75.510464
V,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,130.000000,6.000000,107.000000,15.000000,13.251512,20.015058
Mn,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,267.000000,34.000000,239.000000,8.000000,8.262908,11.501115
Fe,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,21200.000000,1088.000000,18664.000000,52.000000,163.645205,171.708338
Co,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,12.000000,1.500000,79.000000,10.000000,8.808504,13.326280
Ni,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,29.000000,0.010000,28.000000,2.000000,1.790287,2.684237
Cu,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,66.000000,9.000000,65.000000,2.000000,2.268090,3.023943
Zn,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,74.000000,9.000000,87.000000,2.000000,2.128861,2.920968
As,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,67.000000,5.000000,55.000000,1.000000,1.162998,1.533807
Sr,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,420.000000,30.000000,359.000000,1.000000,2.515338,2.706829
Y,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,13.000000,0.010000,9.000000,1.000000,0.713874,1.228664
Zr,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,53.000000,0.010000,46.000000,1.000000,1.097783,1.484967
Mo,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,35.000000,0.900000,29.000000,1.000000,1.065183,1.461032
Ba,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,290.000000,40.000000,210.000000,10.000000,16.503011,19.296356
Pb,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,38.000000,4.000000,41.000000,1.000000,0.972375,1.394816
Th,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,5.000000,0.210000,5.000000,2.000000,1.519712,2.511877
U,2025-05-27,11:55:40,2,51,Carbonate-Rich Shale,5.000000,0.400000,9.000000,1.000000,0.875229,1.328919
Mg,2025-05-27,11:58:17,2,52,Marine Shale,15683.000000,60.000000,14735.000000,679.000000,623.651959,921.945099
Al,2025-05-27,11:58:17,2,52,Marine Shale,111132.000000,212.000000,115885.000000,383.000000,1129.053095,1192.245734
Si,2025-05-27,11:58:17,2,52,Marine Shale,222717.000000,400.000000,223611.000000,432.000000,1745.922558,1798.574318
P,2025-05-27,11:58:17,2,52,Marine Shale,1615.000000,9.000000,916.000000,20.000000,114.115102,115.854462
S,2025-05-27,11:58:17,2,52,Marine Shale,7150.000000,80.000000,3968.000000,28.000000,76.901515,81.840350
K,2025-05-27,11:58:17,2,52,Marine Shale,28640.000000,83.000000,26684.000000,69.000000,137.230155,153.600506
Ca,2025-05-27,11:58:17,2,52,Marine Shale,21084.000000,71.000000,18007.000000,48.000000,390.642432,393.580372
Ti,2025-05-27,11:58:17,2,52,Marine Shale,5126.000000,18.000000,5076.000000,78.000000,77.225008,109.762024
V,2025-05-27,11:58:17,2,52,Marine Shale,220.000000,1.400000,244.000000,21.000000,20.216140,29.149482
Cr,2025-05-27,11:58:17,2,52,Marine Shale,109.000000,1.000000,103.000000,10.000000,6.996565,12.204586
Mn,2025-05-27,11:58:17,2,52,Marine Shale,1162.000000,8.000000,1004.000000,14.000000,16.289252,21.478821
Fe,2025-05-27,11:58:17,2,52,Marine Shale,67912.000000,155.000000,67004.000000,151.000000,189.790472,242.531283
Co,2025-05-27,11:58:17,2,52,Marine Shale,22.700000,0.100000,160.000000,20.000000,22.311461,29.963332
Ni,2025-05-27,11:58:17,2,52,Marine Shale,82.800000,0.800000,95.000000,3.000000,2.967776,4.219916
Cu,2025-05-27,11:58:17,2,52,Marine Shale,31.000000,0.600000,55.000000,3.000000,7.755478,8.315494
Zn,2025-05-27,11:58:17,2,52,Marine Shale,186.000000,1.700000,226.000000,3.000000,7.688236,8.252816
As,2025-05-27,11:58:17,2,52,Marine Shale,25.700000,0.700000,28.000000,1.000000,1.080123,1.471960
Rb,2025-05-27,11:58:17,2,52,Marine Shale,147.000000,1.000000,149.000000,1.000000,1.226053,1.582152
Sr,2025-05-27,11:58:17,2,52,Marine Shale,178.000000,1.400000,177.000000,1.000000,1.403978,1.723704
Y,2025-05-27,11:58:17,2,52,Marine Shale,36.500000,0.100000,35.000000,1.000000,1.026882,1.433348
Zr,2025-05-27,11:58:17,2,52,Marine Shale,134.000000,1.600000,135.000000,1.000000,1.372813,1.698416
Nb,2025-05-27,11:58:17,2,52,Marine Shale,15.300000,0.100000,8.000000,1.000000,0.959099,1.385594
Ba,2025-05-27,11:58:17,2,52,Marine Shale,788.000000,7.700000,847.000000,15.000000,16.586699,22.363331
La,2025-05-27,11:58:17,2,52,Marine Shale,52.500000,0.600000,121.000000,24.000000,25.458463,34.987617
Ce,2025-05-27,11:58:17,2,52,Marine Shale,108.000000,0.900000,136.000000,29.000000,29.781900,41.568757
Pb,2025-05-27,11:58:17,2,52,Marine Shale,35.000000,0.100000,37.000000,1.000000,1.263390,1.611258
Th,2025-05-27,11:58:17,2,52,Marine Shale,15.800000,0.100000,31.000000,2.000000,2.363586,3.096214
U,2025-05-27,11:58:17,2,52,Marine Shale,5.760000,0.100000,9.000000,1.000000,1.204958,1.565862
Mg,2025-05-27,12:01:01,2,53,Black Shale,12300.000000,77.000000,11399.000000,666.000000,729.051940,987.457711
Al,2025-05-27,12:01:01,2,53,Black Shale,80300.000000,409.000000,92087.000000,343.000000,792.651452,863.681263
Si,2025-05-27,12:01:01,2,53,Black Shale,235700.000000,1217.000000,245777.000000,444.000000,1639.512953,1698.569611
P,2025-05-27,12:01:01,2,53,Black Shale,400.000000,0.100000,90.000000,16.000000,113.064694,114.191177
S,2025-05-27,12:01:01,2,53,Black Shale,58400.000000,470.000000,41822.000000,103.000000,267.404182,286.555399
K,2025-05-27,12:01:01,2,53,Black Shale,31800.000000,281.000000,31902.000000,78.000000,168.353556,185.544927
Ca,2025-05-27,12:01:01,2,53,Black Shale,11800.000000,201.000000,11197.000000,35.000000,341.827967,343.615132
Ti,2025-05-27,12:01:01,2,53,Black Shale,3600.000000,47.000000,3571.000000,73.000000,74.284817,104.150055
V,2025-05-27,12:01:01,2,53,Black Shale,219.120000,3.640000,173.000000,20.000000,16.742009,26.082463
Cr,2025-05-27,12:01:01,2,53,Black Shale,98.350000,3.600000,91.000000,10.000000,9.209109,13.594399
Mn,2025-05-27,12:01:01,2,53,Black Shale,200.000000,0.000000,174.000000,10.000000,11.095593,14.936940
Fe,2025-05-27,12:01:01,2,53,Black Shale,66400.000000,544.000000,65236.000000,144.000000,155.394092,211.856847
Co,2025-05-27,12:01:01,2,53,Black Shale,40.650000,0.700000,240.000000,20.000000,20.211066,28.433909
Ni,2025-05-27,12:01:01,2,53,Black Shale,192.940000,16.490000,203.000000,4.000000,4.359267,5.916351
Cu,2025-05-27,12:01:01,2,53,Black Shale,176.650000,3.240000,189.000000,4.000000,3.915371,5.597332
Zn,2025-05-27,12:01:01,2,53,Black Shale,62.520000,7.800000,62.000000,2.000000,2.669870,3.335896
As,2025-05-27,12:01:01,2,53,Black Shale,46.240000,0.830000,47.000000,1.000000,1.391365,1.713446
Rb,2025-05-27,12:01:01,2,53,Black Shale,140.000000,5.000000,159.000000,1.000000,1.278521,1.623150
Sr,2025-05-27,12:01:01,2,53,Black Shale,86.740000,1.710000,82.000000,1.000000,0.931982,1.366964
Y,2025-05-27,12:01:01,2,53,Black Shale,26.700000,0.600000,28.000000,1.000000,0.828189,1.298421
Zr,2025-05-27,12:01:01,2,53,Black Shale,144.240000,2.310000,139.000000,1.000000,1.391365,1.713446
Nb,2025-05-27,12:01:01,2,53,Black Shale,8.810000,0.100000,6.000000,1.000000,0.989949,1.407125
Mo,2025-05-27,12:01:01,2,53,Black Shale,159.410000,4.290000,143.000000,1.000000,1.983910,2.221688
Ba,2025-05-27,12:01:01,2,53,Black Shale,454.110000,29.590000,436.000000,13.000000,15.613111,20.316723
Ce,2025-05-27,12:01:01,2,53,Black Shale,64.580000,1.120000,93.000000,27.000000,24.725777,36.610982
Nd,2025-05-27,12:01:01,2,53,Black Shale,31.650000,1.220000,201.000000,56.000000,0.000000,56.000000
Pb,2025-05-27,12:01:01,2,53,Black Shale,52.180000,0.880000,55.000000,1.000000,1.368136,1.694637
Th,2025-05-27,12:01:01,2,53,Black Shale,9.310000,0.100000,21.000000,2.000000,2.322548,3.065001
U,2025-05-27,12:01:01,2,53,Black Shale,25.400000,0.510000,28.000000,1.000000,1.164375,1.534852
Al,2025-05-27,12:03:34,2,54,Carbonatite,1958.000000,212.000000,3094.000000,145.000000,393.265928,419.145666
Si,2025-05-27,12:03:34,2,54,Carbonatite,16222.000000,514.000000,13173.000000,94.000000,360.179042,372.243123
Fe,2025-05-27,12:03:34,2,54,Carbonatite,20562.000000,700.000000,14489.000000,60.000000,249.653985,256.762755
Ni,2025-05-27,12:03:34,2,54,Carbonatite,13.000000,1.000000,13.000000,3.000000,2.464491,3.882489
Y,2025-05-27,12:03:34,2,54,Carbonatite,81.000000,0.500000,68.000000,1.000000,1.574028,1.864823
Mg,2025-05-27,12:06:13,2,55,Phosphate,6400.000000,51.000000,5773.000000,910.000000,891.789297,1274.122502
Al,2025-05-27,12:06:13,2,55,Phosphate,12000.000000,138.000000,15412.000000,211.000000,478.559805,523.010982
Si,2025-05-27,12:06:13,2,55,Phosphate,61400.000000,316.000000,58793.000000,209.000000,614.596196,649.160599
Fe,2025-05-27,12:06:13,2,55,Phosphate,39200.000000,199.000000,40823.000000,127.000000,179.887556,220.201119
Zn,2025-05-27,12:06:13,2,55,Phosphate,26.400000,3.660000,31.000000,3.000000,2.544377,3.933682
As,2025-05-27,12:06:13,2,55,Phosphate,24.800000,0.920000,23.000000,2.000000,1.615893,2.571208
Sr,2025-05-27,12:06:13,2,55,Phosphate,703.600000,3.110000,691.000000,3.000000,3.963065,4.970501
Zr,2025-05-27,12:06:13,2,55,Phosphate,58.710000,10.770000,59.000000,2.000000,5.468269,5.822539
Ba,2025-05-27,12:06:13,2,55,Phosphate,219.700000,1.720000,261.000000,16.000000,19.053760,24.880630
Pb,2025-05-27,12:06:13,2,55,Phosphate,76.700000,4.080000,91.000000,2.000000,4.425121,4.856099
Mg,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,26800.000000,1206.000000,27249.000000,735.000000,759.354348,1056.808415
Al,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,34500.000000,1111.000000,37021.000000,233.000000,1108.266918,1132.494839
Si,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,131800.000000,982.000000,130868.000000,292.000000,858.155672,906.474024
P,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,1400.000000,288.000000,1083.000000,19.000000,87.424656,89.465471
S,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,15300.000000,1100.000000,13272.000000,43.000000,140.893190,147.308829
K,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,13800.000000,8301.000000,12891.000000,37.000000,88.450171,95.877175
Ca,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,59900.000000,1215.000000,58153.000000,121.000000,414.003852,431.323764
Ti,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,1500.000000,150.000000,1477.000000,52.000000,53.785036,74.811965
V,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,130.000000,6.000000,125.000000,15.000000,13.251512,20.015058
Mn,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,267.000000,34.000000,236.000000,8.000000,8.262908,11.501115
Fe,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,21200.000000,1088.000000,18860.000000,53.000000,163.645205,172.013817
Co,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,12.000000,1.500000,66.000000,10.000000,8.808504,13.326280
Ni,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,29.000000,0.010000,28.000000,2.000000,1.790287,2.684237
Cu,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,66.000000,9.000000,68.000000,2.000000,2.268090,3.023943
Zn,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,74.000000,9.000000,84.000000,2.000000,2.128861,2.920968
As,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,67.000000,5.000000,53.000000,1.000000,1.162998,1.533807
Sr,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,420.000000,30.000000,354.000000,1.000000,2.515338,2.706829
Y,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,13.000000,0.010000,9.000000,1.000000,0.713874,1.228664
Zr,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,53.000000,0.010000,45.000000,1.000000,1.097783,1.484967
Mo,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,35.000000,0.900000,29.000000,1.000000,1.065183,1.461032
Ba,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,290.000000,40.000000,223.000000,10.000000,16.503011,19.296356
Ce,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,36.000000,4.000000,75.000000,21.000000,14.666288,25.614449
Pb,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,38.000000,4.000000,40.000000,1.000000,0.972375,1.394816
Th,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,5.000000,0.210000,9.000000,2.000000,1.519712,2.511877
U,2025-05-27,17:52:05,3,128,Carbonate-Rich Shale,5.000000,0.400000,8.000000,1.000000,0.875229,1.328919
Mg,2025-05-27,17:54:51,3,129,Marine Shale,15683.000000,60.000000,14976.000000,688.000000,623.651959,928.593434
