element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff,rules,reason
Mo,2025-05-28,09:17:34,1,6,Carbonatite,0.000000,0.010000,15.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-05-28,09:17:34,1,6,Carbonatite,1000.000000,50.000000,1180.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-05-28,09:17:34,1,6,Carbonatite,750.000000,10.000000,1245.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-28,09:17:34,1,6,Carbonatite,1700.000000,100.000000,2304.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Nd,2025-05-28,09:17:34,1,6,Carbonatite,480.000000,15.000000,453.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-05-28,09:17:34,1,6,Carbonatite,0.000000,0.010000,10.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-05-28,09:17:34,1,6,Carbonatite,0.000000,0.010000,148.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-05-28,09:20:34,1,7,Phosphate,113500.000000,22979.000000,87721.000000,245.000000,559.462522,610.756346,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-05-28,09:20:34,1,7,Phosphate,282600.000000,839.000000,286038.000000,568.000000,1215.927377,1342.051931,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-05-28,09:20:34,1,7,Phosphate,900.000000,34.000000,593.000000,92.000000,73.212847,117.576022,4,manual: knock-on interference / matrix absorption
Cr,2025-05-28,09:20:34,1,7,Phosphate,49.200000,5.200000,350.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-05-28,09:20:34,1,7,Phosphate,8400.000000,40.000000,8388.000000,49.000000,128.816889,137.821591,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-05-28,09:20:34,1,7,Phosphate,32.000000,4.170000,76.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2025-05-28,09:20:34,1,7,Phosphate,23.000000,5.020000,24.000000,3.000000,5.680503,6.424026,4,manual: knock-on interference / matrix absorption
Y,2025-05-28,09:20:34,1,7,Phosphate,631.000000,3.900000,677.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-05-28,09:20:34,1,7,Phosphate,0.000000,0.010000,23.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-05-28,09:20:34,1,7,Phosphate,495.800000,4.890000,705.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-28,09:20:34,1,7,Phosphate,928.800000,10.190000,1245.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-05-28,09:20:34,1,7,Phosphate,351.000000,9.940000,535.000000,74.000000,83.283259,111.409610,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-05-28,09:20:34,1,7,Phosphate,0.000000,0.010000,14.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-28,09:20:34,1,7,Phosphate,0.000000,0.010000,8.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-05-28,09:20:34,1,7,Phosphate,10.700000,0.670000,40.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-05-28,09:20:34,1,7,Phosphate,30.500000,0.710000,29.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-05-28,11:36:58,2,45,Carbonate-Rich Shale,0.000000,0.010000,77.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-28,11:39:39,2,46,Marine Shale,3.300000,0.100000,20.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-05-28,11:39:39,2,46,Marine Shale,0.000000,0.010000,6.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-05-28,11:42:22,2,47,Black Shale,6.310000,0.870000,3.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-05-28,11:42:22,2,47,Black Shale,0.000000,0.010000,8.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-05-28,11:45:15,2,48,Carbonatite,7540.000000,181.000000,4279.000000,848.000000,715.655280,1109.624477,4,manual: knock-on interference / matrix absorption
P,2025-05-28,11:45:15,2,48,Carbonatite,0.000000,0.010000,4579.000000,35.000000,88.475841,95.147120,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-05-28,11:45:15,2,48,Carbonatite,1328.000000,166.000000,168.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2025-05-28,11:45:15,2,48,Carbonatite,345200.000000,2716.000000,347957.000000,642.000000,2302.419916,2390.251340,3,345200 ppm > 4x max shale (59900 ppm)
Cr,2025-05-28,11:45:15,2,48,Carbonatite,5.000000,0.010000,521.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-05-28,11:45:15,2,48,Carbonatite,3330.000000,3330.000000,2339.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-05-28,11:45:15,2,48,Carbonatite,5.000000,0.010000,10.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-05-28,11:45:15,2,48,Carbonatite,87.000000,1.500000,57.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-05-28,11:45:15,2,48,Carbonatite,0.000000,0.010000,16.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-05-28,11:45:15,2,48,Carbonatite,12000.000000,50.000000,9339.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-05-28,11:45:15,2,48,Carbonatite,65.000000,3.000000,86.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-05-28,11:45:15,2,48,Carbonatite,3900.000000,60.000000,2785.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-05-28,11:45:15,2,48,Carbonatite,0.000000,0.010000,15.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-05-28,11:45:15,2,48,Carbonatite,1000.000000,50.000000,1214.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-05-28,11:45:15,2,48,Carbonatite,750.000000,10.000000,1276.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-28,11:45:15,2,48,Carbonatite,1700.000000,100.000000,2309.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-05-28,11:45:15,2,48,Carbonatite,150.000000,6.000000,179.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-05-28,11:45:15,2,48,Carbonatite,480.000000,15.000000,669.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-05-28,11:45:15,2,48,Carbonatite,0.000000,0.010000,10.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-05-28,11:45:15,2,48,Carbonatite,0.000000,0.010000,137.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-05-28,11:48:01,2,49,Phosphate,113500.000000,22979.000000,87521.000000,238.000000,559.462522,607.982166,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-05-28,11:48:01,2,49,Phosphate,282600.000000,839.000000,287377.000000,551.000000,1215.927377,1334.945836,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-05-28,11:48:01,2,49,Phosphate,900.000000,34.000000,656.000000,92.000000,73.212847,117.576022,4,manual: knock-on interference / matrix absorption
Cr,2025-05-28,11:48:01,2,49,Phosphate,49.200000,5.200000,403.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-05-28,11:48:01,2,49,Phosphate,8400.000000,40.000000,8620.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-05-28,11:48:01,2,49,Phosphate,32.000000,4.170000,79.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2025-05-28,11:48:01,2,49,Phosphate,23.000000,5.020000,14.000000,3.000000,5.680503,6.424026,4,manual: knock-on interference / matrix absorption
Y,2025-05-28,11:48:01,2,49,Phosphate,631.000000,3.900000,676.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-05-28,11:48:01,2,49,Phosphate,0.000000,0.010000,19.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-28,11:48:01,2,49,Phosphate,0.000000,0.010000,27.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-05-28,11:48:01,2,49,Phosphate,495.800000,4.890000,696.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-28,11:48:01,2,49,Phosphate,928.800000,10.190000,1267.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-05-28,11:48:01,2,49,Phosphate,351.000000,9.940000,444.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-05-28,11:48:01,2,49,Phosphate,0.000000,0.010000,9.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-28,11:48:01,2,49,Phosphate,0.000000,0.010000,10.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-05-28,11:48:01,2,49,Phosphate,10.700000,0.670000,35.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-05-28,11:48:01,2,49,Phosphate,30.500000,0.710000,33.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-05-28,17:12:10,3,117,Carbonate-Rich Shale,0.000000,0.010000,77.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-28,17:14:47,3,118,Marine Shale,3.300000,0.100000,23.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sb,2025-05-28,17:14:47,3,118,Marine Shale,1.010000,0.100000,23.000000,8.000000,0.000000,8.000000,5,element CV 0.81177 >= 0.5 after Rules 1-4 (incoherent array)
Hg,2025-05-28,17:14:47,3,118,Marine Shale,0.000000,0.010000,7.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-05-28,17:17:21,3,119,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2025-05-28,17:17:21,3,119,Black Shale,0.000000,0.010000,19.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-28,17:17:21,3,119,Black Shale,0.000000,0.010000,9.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-05-28,17:20:04,3,120,Carbonatite,7540.000000,181.000000,3600.000000,848.000000,715.655280,1109.624477,4,manual: knock-on interference / matrix absorption
P,2025-05-28,17:20:04,3,120,Carbonatite,0.000000,0.010000,4563.000000,35.000000,88.475841,95.147120,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-05-28,17:20:04,3,120,Carbonatite,1328.000000,166.000000,194.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2025-05-28,17:20:04,3,120,Carbonatite,345200.000000,2716.000000,342537.000000,637.000000,2302.419916,2388.913240,3,345200 ppm > 4x max shale (59900 ppm)
Ti,2025-05-28,17:20:04,3,120,Carbonatite,1500.000000,12.000000,382.000000,86.000000,63.055342,106.639468,4,manual: knock-on interference / matrix absorption
V,2025-05-28,17:20:04,3,120,Carbonatite,110.000000,6.000000,90.000000,26.000000,6.930208,26.907764,4,manual: knock-on interference / matrix absorption
Cr,2025-05-28,17:20:04,3,120,Carbonatite,5.000000,0.010000,516.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-05-28,17:20:04,3,120,Carbonatite,3330.000000,3330.000000,2342.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-05-28,17:20:04,3,120,Carbonatite,5.000000,0.010000,11.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-05-28,17:20:04,3,120,Carbonatite,87.000000,1.500000,57.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-05-28,17:20:04,3,120,Carbonatite,0.000000,0.010000,14.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-05-28,17:20:04,3,120,Carbonatite,12000.000000,50.000000,9267.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-05-28,17:20:04,3,120,Carbonatite,65.000000,3.000000,89.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-05-28,17:20:04,3,120,Carbonatite,3900.000000,60.000000,2835.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-05-28,17:20:04,3,120,Carbonatite,0.000000,0.010000,12.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2025-05-28,17:20:04,3,120,Carbonatite,0.000000,0.010000,16.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sb,2025-05-28,17:20:04,3,120,Carbonatite,0.000000,0.010000,27.000000,8.000000,2.828427,8.485281,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-05-28,17:20:04,3,120,Carbonatite,1000.000000,50.000000,1179.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-05-28,17:20:04,3,120,Carbonatite,750.000000,10.000000,1217.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-28,17:20:04,3,120,Carbonatite,1700.000000,100.000000,2255.000000,41.000000,53.742859,67.596560,3,1700 ppm > 4x max shale (108 ppm)
Nd,2025-05-28,17:20:04,3,120,Carbonatite,480.000000,15.000000,511.000000,74.000000,92.046741,118.104202,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-05-28,17:20:04,3,120,Carbonatite,0.000000,0.010000,10.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-05-28,17:20:04,3,120,Carbonatite,0.000000,0.010000,142.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-05-28,17:22:55,3,121,Phosphate,113500.000000,22979.000000,87421.000000,239.000000,559.462522,608.374320,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-05-28,17:22:55,3,121,Phosphate,282600.000000,839.000000,287237.000000,552.000000,1215.927377,1335.358898,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-05-28,17:22:55,3,121,Phosphate,900.000000,34.000000,687.000000,92.000000,73.212847,117.576022,4,manual: knock-on interference / matrix absorption
Cr,2025-05-28,17:22:55,3,121,Phosphate,49.200000,5.200000,381.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-05-28,17:22:55,3,121,Phosphate,8400.000000,40.000000,8747.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-05-28,17:22:55,3,121,Phosphate,32.000000,4.170000,84.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Y,2025-05-28,17:22:55,3,121,Phosphate,631.000000,3.900000,675.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-05-28,17:22:55,3,121,Phosphate,0.000000,0.010000,24.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-28,17:22:55,3,121,Phosphate,0.000000,0.010000,26.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-05-28,17:22:55,3,121,Phosphate,495.800000,4.890000,769.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-28,17:22:55,3,121,Phosphate,928.800000,10.190000,1326.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-05-28,17:22:55,3,121,Phosphate,351.000000,9.940000,581.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-05-28,17:22:55,3,121,Phosphate,0.000000,0.010000,14.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-28,17:22:55,3,121,Phosphate,0.000000,0.010000,9.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-05-28,17:22:55,3,121,Phosphate,10.700000,0.670000,42.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-05-28,17:22:55,3,121,Phosphate,30.500000,0.710000,30.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2026-01-05,13:26:16,1,4,Carbonate-Rich Shale,0.000000,0.010000,76.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-05,13:28:54,1,5,Marine Shale,3.300000,0.100000,32.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sb,2026-01-05,13:28:54,1,5,Marine Shale,1.010000,0.100000,24.000000,8.000000,0.000000,8.000000,5,element CV 0.81177 >= 0.5 after Rules 1-4 (incoherent array)
Hg,2026-01-05,13:28:54,1,5,Marine Shale,0.000000,0.010000,7.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2026-01-05,13:31:39,1,6,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2026-01-05,13:31:39,1,6,Black Shale,0.000000,0.010000,8.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2026-01-05,13:34:18,1,7,Phosphate,113500.000000,22979.000000,86623.000000,237.000000,559.462522,607.591404,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2026-01-05,13:34:18,1,7,Phosphate,282600.000000,839.000000,286426.000000,550.000000,1215.927377,1334.533396,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2026-01-05,13:34:18,1,7,Phosphate,900.000000,34.000000,589.000000,96.000000,73.212847,120.731607,4,manual: knock-on interference / matrix absorption
Cr,2026-01-05,13:34:18,1,7,Phosphate,49.200000,5.200000,387.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2026-01-05,13:34:18,1,7,Phosphate,8400.000000,40.000000,8539.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2026-01-05,13:34:18,1,7,Phosphate,32.000000,4.170000,81.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2026-01-05,13:34:18,1,7,Phosphate,23.000000,5.020000,20.000000,3.000000,5.680503,6.424026,4,manual: knock-on interference / matrix absorption
Y,2026-01-05,13:34:18,1,7,Phosphate,631.000000,3.900000,669.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2026-01-05,13:34:18,1,7,Phosphate,0.000000,0.010000,27.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2026-01-05,13:34:18,1,7,Phosphate,0.000000,0.010000,25.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2026-01-05,13:34:18,1,7,Phosphate,495.800000,4.890000,716.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-05,13:34:18,1,7,Phosphate,928.800000,10.190000,1240.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2026-01-05,13:34:18,1,7,Phosphate,351.000000,9.940000,606.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2026-01-05,13:34:18,1,7,Phosphate,0.000000,0.010000,14.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2026-01-05,13:34:18,1,7,Phosphate,0.000000,0.010000,9.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2026-01-05,13:34:18,1,7,Phosphate,10.700000,0.670000,38.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2026-01-05,13:34:18,1,7,Phosphate,30.500000,0.710000,31.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Mg,2026-01-05,13:36:53,1,8,Carbonatite,7540.000000,181.000000,3545.000000,828.000000,715.655280,1094.416045,4,manual: knock-on interference / matrix absorption
P,2026-01-05,13:36:53,1,8,Carbonatite,0.000000,0.010000,4465.000000,34.000000,88.475841,94.783830,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2026-01-05,13:36:53,1,8,Carbonatite,1328.000000,166.000000,142.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2026-01-05,13:36:53,1,8,Carbonatite,345200.000000,2716.000000,347799.000000,639.000000,2302.419916,2389.447314,3,345200 ppm > 4x max shale (59900 ppm)
Ti,2026-01-05,13:36:53,1,8,Carbonatite,1500.000000,12.000000,358.000000,90.000000,63.055342,109.890747,4,manual: knock-on interference / matrix absorption
Cr,2026-01-05,13:36:53,1,8,Carbonatite,5.000000,0.010000,510.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2026-01-05,13:36:53,1,8,Carbonatite,3330.000000,3330.000000,2378.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2026-01-05,13:36:53,1,8,Carbonatite,5.000000,0.010000,17.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2026-01-05,13:36:53,1,8,Carbonatite,87.000000,1.500000,66.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2026-01-05,13:36:53,1,8,Carbonatite,0.000000,0.010000,15.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2026-01-05,13:36:53,1,8,Carbonatite,12000.000000,50.000000,9301.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2026-01-05,13:36:53,1,8,Carbonatite,65.000000,3.000000,88.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2026-01-05,13:36:53,1,8,Carbonatite,3900.000000,60.000000,2775.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2026-01-05,13:36:53,1,8,Carbonatite,0.000000,0.010000,16.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2026-01-05,13:36:53,1,8,Carbonatite,1000.000000,50.000000,1184.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2026-01-05,13:36:53,1,8,Carbonatite,750.000000,10.000000,1258.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2026-01-05,13:36:53,1,8,Carbonatite,1700.000000,100.000000,2315.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2026-01-05,13:36:53,1,8,Carbonatite,150.000000,6.000000,168.000000,50.000000,40.640099,64.433048,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2026-01-05,13:36:53,1,8,Carbonatite,480.000000,15.000000,593.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2026-01-05,13:36:53,1,8,Carbonatite,0.000000,0.010000,7.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2026-01-05,13:36:53,1,8,Carbonatite,0.000000,0.010000,144.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Rb,2026-01-05,15:06:21,2,45,Carbonate-Rich Shale,0.000000,0.010000,77.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2026-01-05,15:09:16,2,46,Marine Shale,0.100000,0.100000,18.000000,4.000000,1.154701,4.163332,1,certified value 0.1 <= 1x uncertainty 0.1 (~0)
Sn,2026-01-05,15:09:16,2,46,Marine Shale,3.300000,0.100000,22.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2026-01-05,15:09:16,2,46,Marine Shale,0.000000,0.010000,6.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2026-01-05,15:11:55,2,47,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2026-01-05,15:11:55,2,47,Black Shale,0.000000,0.010000,10.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2026-01-05,15:14:31,2,48,Phosphate,113500.000000,22979.000000,86526.000000,235.000000,559.462522,606.814068,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2026-01-05,15:14:31,2,48,Phosphate,282600.000000,839.000000,287450.000000,547.000000,1215.927377,1333.299811,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2026-01-05,15:14:31,2,48,Phosphate,900.000000,34.000000,675.000000,97.000000,73.212847,121.528272,4,manual: knock-on interference / matrix absorption
Cr,2026-01-05,15:14:31,2,48,Phosphate,49.200000,5.200000,394.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2026-01-05,15:14:31,2,48,Phosphate,8400.000000,40.000000,8758.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2026-01-05,15:14:31,2,48,Phosphate,32.000000,4.170000,81.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Y,2026-01-05,15:14:31,2,48,Phosphate,631.000000,3.900000,677.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
